"SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"lls1",97.12,4.11177682533993,0.127979086814876,8.92571851095913,0.011529350755005,10.169107516246,0.0376734239128884,61.0032188841194,60.6037389597004,61.4026988085383,4.93932760979617,4.45784892399681,5.47280934209429,59.958805355303,59.5029965440247,60.4146141665812,5.44435477386163,4.92388178934488,6.01984372732344
"php20689",99.42,4.16687393886433,0.124501567918701,8.99388130017998,0.0111430348868624,10.256952492074,0.0363147929940277,59.8938992042434,59.4239943712165,60.3638040372703,10.3094476894053,9.51851337067182,11.1661041511026,60.8441558441552,60.3590066543571,61.3293050339534,11.1926459576616,10.3806603317288,12.0681459107809
"umc1685",101.32,0.119692546504116,0.941909319111743,4.9002715983532,0.0862818686970302,4.99295661447747,0.288020954379117,60.3800205973239,59.979112787905,60.7809284067429,10.8037633775062,10.0926524710918,11.5649779333496,60.7525967894255,60.3120146096193,61.1931789692318,12.3017240676318,11.5252793603613,13.1304769545652
"gpm557b",106.62,4.08954781934375,0.129409444893978,7.99732059813319,0.0183401928110332,9.25743012994009,0.0549773564797362,61.3041575492341,60.9000483940246,61.7082667044437,10.038591302703,9.34335542559109,10.785559443312,61.3766081871345,60.8873688906305,61.8658474836385,11.6102514237307,10.7798869842218,12.5045780460908
"umc1160",106.63,4.08994732531521,0.129383597552606,7.99782600897211,0.0183355587304692,9.25814740763243,0.0549611446769021,60.4826923076928,60.0863828300578,60.8790017853279,11.599663562427,10.8755612230706,12.3719771331036,60.3451143451149,59.8811702069949,60.809058483235,13.0016206039716,12.158808248645,13.9028542002425
"gpm584",107.6,2.35327478983842,0.308313734815299,3.46103111015958,0.177193033648537,5.25364090847185,0.262248146945708,61.770580296897,61.3236564716206,62.2175041221734,9.32972873786743,8.59362521024469,10.1288846316479,61.1732522796362,60.7368234015078,61.6096811577645,10.3822816909248,9.66866355083734,11.1485700730974
"gpm346b",108.13,4.1872446858063,0.123239909092112,6.63327510603862,0.0362745983361345,7.99010772210929,0.0919412340808129,61.5513905683188,61.1279451804329,61.9748359562048,9.36212094184836,8.66218687432657,10.118612055066,61.1542192046553,60.7225812662072,61.5858571431033,10.5117008464968,9.80502713527646,11.2693063631308
"gpm33e",108.55,4.2058134826775,0.122100995915975,6.63294110253268,0.0362806567635147,8.01194819911568,0.0911414958662075,61.9808429118767,61.5492082677607,62.4124775559927,7.70413822436701,7.06083249160903,8.40605493058897,60.501474926253,60.0691148932073,60.9338349592986,8.58745614481343,7.95494659465451,9.27025746328052
"umc2224",109.23,4.0843919502712,0.129743484352224,6.6740757025872,0.0355420828813836,7.92618138782576,0.0943199999329131,60.5246913580248,60.0654722118438,60.9839105042057,10.8330799358985,10.0423579859514,11.6860622835534,60.8167791706848,60.3863801781719,61.2471781631976,11.4391343538754,10.6979813906785,12.23163417353
"gpm556",110.49,4.12680949709691,0.127020759081264,6.67650418112402,0.0354989524792811,7.97144124163425,0.0926299579184171,62.1516245487376,61.7260367000022,62.5772123974731,9.70814506716607,8.99311602488773,10.480024986258,60.703788748566,60.2457037468277,61.1618737503044,10.6016612099287,9.83829335076571,11.424259920178
"npi579b",110.53,4.17536087363621,0.123974368942677,6.7087275623307,0.0349315872202623,8.03532174599109,0.0902928493465645,60.3840206185584,59.9179213331792,60.8501199039375,12.6229148906004,11.7392122627245,13.5731407499366,60.4346190028239,60.0022836368258,60.866954368822,13.6915530381169,12.868301949138,14.5674717096708
"IDP3917",115.28,1.24280962757418,0.537189256400726,5.04851630490053,0.0801177258849032,5.67557753627607,0.224721727464462,60.656804733727,60.2041892648037,61.1094202026503,11.4130242548003,10.6116129653461,12.274959807339,60.2889667250428,59.8763324504274,60.7016009996582,12.0573865886363,11.325424510992,12.8366553683463
"gpm199c",115.57,0.895227991655393,0.639151351509932,5.33446403557161,0.0694441797780149,5.66667301552681,0.225462612288325,61.6520509193778,61.1844872982745,62.1196145404811,10.8396730092717,10.0110321144068,11.736902809336,60.6606574761402,60.2132636738725,61.1080512784079,11.9140963195648,11.1213162631632,12.7633894903277
"IDP1425",118.03,1.13814822837039,0.566049293158424,5.78767645318919,0.055363307364877,6.16889859379139,0.186884894568894,60.2734374999993,59.836889413829,60.7099855861697,11.9588945486594,11.1594527310797,12.8156068467095,60.5866177818508,60.1612633144835,61.0119722492182,12.8259245232467,12.04641870692,13.6558710001938
"mmp68",121.93,4.1402188240237,0.126171976220052,6.02377326571337,0.0491987711286048,7.32932042507186,0.119475348391475,60.2232346241436,59.7830587632017,60.6634104850856,11.14144700652,10.368558653865,11.9719476489454,61.322001888572,60.9026014075754,61.7414023695686,11.6262557600813,10.8895485244861,12.4128032208941
"umc2225",123.03,4.07800785676409,0.13015829331283,5.51118846310951,0.0635712324104203,6.78519408477986,0.147684592833681,59.9374999999995,59.4596970193738,60.4153029806252,8.89472961127547,8.16755891412446,9.68664146650747,61.0758341759347,60.6567524936875,61.4949158581819,8.85957304693918,8.21811335655093,9.55110147166352
"csu1171",125.63,5.07326645362661,0.0791323725545693,4.24315833974441,0.119842227767334,6.59376639324487,0.158977392128955,58.9425403225825,58.5222748996783,59.3628057454868,10.7507104691754,10.033439640425,11.519257576073,62.6923076923097,62.2710659320779,63.1135494525415,10.6883835384816,9.96929409134186,11.4593412150317
"mmp171b",130.13,4.2164042672273,0.121456132155626,4.81561566404963,0.0900124007506823,6.11590540400257,0.19065798392532,60.4497863247866,60.0137018402963,60.8858708092768,7.3405539059319,6.74273579301336,7.99137520733423,60.9918946301928,60.5568491001916,61.4269401601939,7.47820454605114,6.88446896420882,8.12314552121841
"gpm403b",131.93,0.961612735467885,0.618284625966055,0.452851539565239,0.797378529697808,1.3402248018614,0.854514787768316,61.1687370600412,60.7449681467129,61.5925059733694,9.91619566817505,9.22460291751785,10.6596389469296,61.6532258064514,61.2092653145684,62.0971862983344,9.85514092845133,9.13146348059421,10.6361705246963
"umc1568",140.13,4.18004688992389,0.123684236011256,4.7763108901997,0.0917988558354164,6.0570547454837,0.194927715329885,60.8282630029447,60.4063449197046,61.2501810861847,10.5678984317684,9.86246999497705,11.3237837297403,60.6619144602858,60.2302514365687,61.0935774840029,10.6095870502139,9.88861668584418,11.3831227311301
"IDP3783",140.14,4.19778886622978,0.122591886890422,4.77469478065408,0.0918730643172341,6.07456514656239,0.193648476952612,59.9935424354235,59.5824418063174,60.4046430645296,5.86530949531834,5.36347628608412,6.41409668671964,60.9878183831663,60.5321299138229,61.4435068525097,5.91180472720495,5.35994254381426,6.52048689830394
"bnlg1429",141.83,4.18795476585885,0.123196161758036,4.7605593769118,0.0925246958018031,6.05961798016633,0.19473998659838,60.4183486238543,60.0143735346227,60.822323713086,10.442060629256,9.76648701157644,11.1643654525741,60.9012875536492,60.4521224750156,61.3504526322827,10.7077060908534,9.96053682914731,11.5109227238222
"IDP209",144.3,4.20713580934066,0.122020293896274,4.77855454824715,0.0916959309574475,6.08885182775976,0.192610300774061,59.8526315789468,59.429321554424,60.2759416034695,9.39625636871789,8.7414399432354,10.1001247300217,61.0569892473111,60.6124243244648,61.5015541701574,9.32169017941597,8.63454872863587,10.063514670181
"php20640",145.23,4.3319970002968,0.114635413954509,4.59046060601964,0.100738190288121,6.05191193761537,0.195304855753514,58.8512396694222,58.4047814478044,59.2976978910399,13.1184645516099,12.2843218346026,14.0092480894704,61.5519630484995,61.120248963802,61.983677133197,12.021378538406,11.2147328801508,12.8860440554431
"lim504",149.93,5.76457884961433,0.0560063935175762,4.84927615185216,0.0885101471989147,7.75243348060346,0.101079587313701,59.6297376093302,59.2146357617066,60.0448394569538,11.0030685920304,10.2869912945761,11.7689920185662,61.8875413450944,61.4421426299892,62.3329400601996,11.0782098271363,10.3119448803208,11.9014147571977
"gpm283b",151.4,1.05850427962468,0.589045328544346,0.300594566052966,0.860452140582619,1.32356852395693,0.857364285384188,60.7882117882112,60.3769527273508,61.1994708490716,10.0922113751527,9.40854111917403,10.8255604296816,62.6303191489356,62.1660533189416,63.0945849789295,9.89609890674843,9.12675557398041,10.730294328397
"IDP343",152.71,5.00915487971321,0.0817101181305952,4.52754944040966,0.103957333356659,6.60180343650811,0.158487902163921,59.3822355289423,58.9525143660476,59.811956691837,12.7560242359717,11.9560762357482,13.6094945448895,61.2657952069719,60.8217135752181,61.7098768387256,12.6210228777459,11.7953061149037,13.5045429875972
"IDP622",152.96,5.28639550702673,0.0711334382742286,4.56668032387624,0.101943130842826,6.90307325895228,0.141099878260982,59.588349514564,59.1562571850494,60.0204418440786,12.7777947174155,11.9819569888991,13.6264917318329,61.3259259259268,60.8924901982366,61.759361653617,12.2924425782749,11.4942609072291,13.1460513868405
"IDP3970",156.2,4.11819871266887,0.127568812213698,4.60424712393975,0.1000461637546,5.78082133125413,0.216125516751135,60.3772204806679,59.9316530159333,60.8227879454025,12.6991142323615,11.8794413307188,13.5753439742614,60.5087378640767,60.0893864588473,60.9280892693061,12.4086015391253,11.6356638163205,13.2328842245181
"umc1976",158.93,4.04959680524524,0.132020455482842,4.55838100564091,0.102367039014119,5.70310432558652,0.222444880407039,60.4827175208593,60.0276990568576,60.9377359848611,10.9156595862737,10.1322247980765,11.7596704157243,60.0897072710117,59.6676257309641,60.5117888110593,11.3416647770372,10.6141875797645,12.119001944145
"gpm667",162.62,1.20865992225223,0.546440440341604,2.79389822329369,0.247350452567204,3.21741696642492,0.522122409116693,60.7445887445883,60.3040276347551,61.1851498544215,10.5787648754532,9.8403562591323,11.3725827950858,61.5219399538101,61.0917100491501,61.9521698584701,10.0522544011957,9.32833366280451,10.8323546518574
"gpm774d",162.74,1.37759260520397,0.502180178384763,2.9499914616738,0.228779703741007,3.40095538608427,0.493097176231514,61.0481064483113,60.613011900711,61.4832009959115,8.30654537427253,7.67657676589853,8.98821156343535,61.6447219069241,61.220194679741,62.0692491341072,7.80794490227462,7.18564775039207,8.48413472447629
"umc2226",164.13,3.09147805900585,0.213154285694107,1.00194372129952,0.6059414827769,3.4717464253787,0.482187346679127,60.20464135021,59.7704541206667,60.6388285797533,9.15286689335505,8.48255788279157,9.87614508796078,60.9289805269176,60.4823294564603,61.375631597375,9.05251871614027,8.36275780094896,9.79917116537452
"mmp135",164.33,3.95784315618265,0.138218214517026,4.76859247581642,0.0921538111224962,5.85828706402102,0.209984394975586,60.4433094994873,60.0170000072611,60.8696189917135,11.8077665317212,11.0418656698399,12.6267928479207,61.4750795334019,61.0463430828493,61.9038159839545,11.661741627952,10.8914920773947,12.4864634552108
"bnlg1127",165.83,5.0175898418366,0.0813662329292204,6.20060872647127,0.0450354931589539,7.59941630154374,0.107404517368891,60.0685082872936,59.6353448015075,60.5016717730796,9.98641378608451,9.27266925343999,10.7550973275469,60.6656050955422,60.210667014772,61.1205431763123,10.6244681084957,9.87964221084111,11.4254464057998
"bnlg1953",168.33,4.6721739125538,0.0967053109336246,4.61329062118773,0.0995948013939278,6.3109809864823,0.177096583987745,60.1686746987933,59.7249435653721,60.6124058322145,10.1046125646755,9.38133735608289,10.8836502949117,60.8624641833791,60.4375184527117,61.2874099140464,10.3342708306126,9.64183364885885,11.0764360276108
"gpm768",168.34,4.62241032897314,0.0991416974800094,4.55478079799279,0.102551476265803,6.2303989922112,0.182589980627544,61.3702857142857,60.9330756960721,61.8074957324992,10.6506569061702,9.89942190489284,11.4589006936742,61.6432552954291,61.1899351582729,62.0965754325853,11.140044035625,10.3636400697901,11.9746131938155
"gpm291",168.35,4.52045827169207,0.104326577057316,4.49807788904732,0.105500567754246,6.09622562328323,0.192076411117248,61.3026960784322,60.8423586832709,61.7630334735935,9.7200874077991,8.97904436894964,10.5222889355548,61.1414242728193,60.7245516893913,61.5582968562472,9.72857965296597,9.05507458746673,10.4521791786347
"IDP4048",177.32,2.95460799014147,0.228252228743472,4.38047441903359,0.111890204047905,6.57665138188,0.160024345489815,59.5521276595747,59.1200051335655,59.9842501855839,11.7620482242324,10.9847601609064,12.5943376462169,61.2473734479468,60.8181280978273,61.6766187980662,12.3041115535827,11.5323017306239,13.1275754536486
"IDP2552",178.95,3.34951500042104,0.187353607183931,4.88922778254594,0.0867596270846744,6.61353789248128,0.157775682189433,59.5367561260206,59.0812489288839,59.9922633231573,10.6408767933214,9.87374120243028,11.4676146163095,61.134513274336,60.7244017075245,61.5446248411475,10.96923149671,10.2772479192135,11.7078074377739
"npi403b",182.13,3.30468358838676,0.191600693449938,2.93457207578084,0.230550341776565,5.23022954706852,0.26447959686155,59.3554054054039,58.8732396250504,59.8375711857575,12.3580538473108,11.4623032125746,13.3238051777841,61.7928994082824,61.3100173113686,62.2757815051963,13.2048302202641,12.3070015871903,14.168157849877
"IDP645",193.89,4.39764975591047,0.110933442131027,5.75784033422378,0.0561954117366549,7.18125398089373,0.126614229727456,60.7345360824736,60.3487696249338,61.1203025400135,11.5343177359976,10.8433783240522,12.2692837655443,59.6764331210186,59.1747697673484,60.1780964746888,12.276709222816,11.3871296157256,13.2357841201206
