"","X","SNP.Name","Position..cM.","Mean.LOD","Mean.P.Value","Variance.LOD","Variance.P.Value","Joint.LOD","Joint.P.Value","Mean.Est.Intercept","Mean.SE.Intercept","Var.Est.Intercept","Var.SE.Intercept","Mean.Est.QTL","Mean.SE.QTL","Var.Est.QTL","Var.SE.QTL","Mean.Est.Env","Mean.SE.Env","A.Mean.Est","A.Mean.Lower.Bound","A.Mean.Upper.Bound","A.Standard.Deviation.Est","A.Standard.Deviation.Lower.Bound","A.Standard.Deviation.Upper.Bound","B.Mean.Est","B.Mean.Lower.Bound","B.Mean.Upper.Bound","B.Standard.Deviation.Est","B.Standard.Deviation.Lower.Bound","B.Standard.Deviation.Upper.Bound"
"1024",1024,"gpm158",2177.9,5.36370868064418,0.0205600053070973,1.51033329153166,0.219088236087775,6.84208768014354,0.0326783062041547,58.2569310417481,0.438007064228917,5.82320288029323,0.058392521039811,0.800002057789603,0.160849587561368,-0.0458906395963224,-0.0458906395963224,0.917624942172501,0.0728338119234141,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667,63.4349757673667
"1025",1025,"rz296b",2179.53,5.37263049158344,0.0204551072884111,1.50397174533969,0.220061253933971,6.8434838811039,0.0326555014238423,58.2563318269728,0.438002719058247,5.82309443259281,0.0584122766539646,0.800976709995987,0.160911402232588,-0.0458072589892709,-0.0458072589892709,0.917617355680221,0.0728339580636373,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971,64.2337562475971
"1026",1026,"gpm297",2181.77,6.32913060054415,0.0118770527046938,2.10142931126955,0.147161516268082,8.36062637982725,0.0152937169786832,58.2286308476356,0.436036446410434,5.82633330964879,0.0577342768763587,0.869471311446935,0.160901109520174,-0.0542948994499073,-0.0542948994499073,0.917099822737517,0.0727805188492946,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749,63.9803350327749
"1027",1027,"gpm140",2181.89,6.14959895769165,0.0131441904032638,2.09080338518269,0.148188124232294,8.18936016525501,0.0166610755979212,58.2388676315521,0.436061667665705,5.82634993512282,0.058059606885408,0.858524504908077,0.161184941520493,-0.0542490641908569,-0.0542490641908569,0.917298046212178,0.0727853139138664,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656,63.3523173605656
"1028",1028,"gpm28b",2182.01,6.14966078569501,0.0131437308925525,2.09077826429135,0.148190560810518,8.18939170871041,0.0166608128260459,58.238865818452,0.436061489219516,5.82634956797468,0.0580594974227586,0.858528234097766,0.161184828433245,-0.054248700220862,-0.054248700220862,0.917298129652361,0.0727853142345998,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595,64.2238394964595
"1029",1029,"gpm215",2182.71,6.30237484085013,0.0120576332763008,2.09951238593006,0.147346122147745,8.33491234013486,0.0154916180844937,58.2301657580838,0.436038488599149,5.8263279032928,0.0577636293856481,0.867845156829538,0.160941896274318,-0.0542824586021822,-0.0542824586021822,0.917129801085823,0.0727812493508963,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112,63.7186828919112
"1030",1030,"gpm859",2182.72,6.3045728233877,0.0120426928700814,2.09964238461519,0.147333594612127,8.33700337745812,0.0154754297727532,58.2300413027936,0.4360381556759,5.82632821102915,0.0577610577281681,0.86797754892285,0.16093828974098,-0.0542830790480492,-0.0542830790480492,0.917127521058171,0.0727811911044867,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167,63.962341536167
"1031",1031,"chr109b",2182.84,6.33097517126216,0.0118647060810823,2.10122205028101,0.147181463556793,8.36211955558768,0.0152823031361918,58.2285526145845,0.436033906471449,5.82632914629118,0.0577325530949409,0.869564270265895,0.16089478696314,-0.0542902002500337,-0.0542902002500337,0.917099505315782,0.0727804895381488,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309,64.383877159309
"1032",1032,"umc1102",2182.85,6.33316886084319,0.0118500397873695,2.10135808574017,0.147168370837755,8.36420947391476,0.0152663420942606,58.2284289918511,0.43603356783578,5.82632917658151,0.0577303674592892,0.869695978870831,0.160891188004497,-0.0542908419656017,-0.0542908419656017,0.917097134883253,0.0727804309219326,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219,64.7521897810219
"1033",1033,"gpm628",2182.99,6.33311205876238,0.0118504193127058,2.1013638563962,0.147167815470608,8.36416399976688,0.0152666892101558,58.2284316097905,0.436033632751722,5.82632928799076,0.0577304186700562,0.869692733768893,0.160891311870875,-0.0542909556571773,-0.0542909556571773,0.917097143559878,0.0727804318078979,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113
"1034",1034,"gpm271",2183,6.33311212542064,0.0118504188673187,2.10136386827113,0.147167814327767,8.36416329109742,0.015266694619675,58.2284314077438,0.436033643279787,5.82632930418783,0.0577304159607221,0.869692875683835,0.160891337116821,-0.0542909655773824,-0.0542909655773824,0.917097150565979,0.0727804318233369,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113,63.7186828919113
"1035",1035,"bnlg1035",2183.46,11.3422017593595,0.000757654439055347,2.3120925884095,0.128371127209531,13.4559852027417,0.0011969332703495,58.0242365810902,0.433473428902945,5.82264872640514,0.057741591212621,1.16702268880531,0.161172374972103,-0.0573273946195275,-0.0573273946195275,0.913195057021848,0.0726467378261807,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054,64.779089376054
"1036",1036,"AY110352",2185.46,11.6617205788949,0.000637993078003815,2.40888862644179,0.120647992443163,13.8983673415528,0.000959418035085738,58.0052225230468,0.433698747991532,5.82386954015168,0.0576565923186852,1.1860005914215,0.161532131729902,-0.0585826514635508,-0.0585826514635508,0.912995882772699,0.0726340575611342,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375,64.6419839329375
"1037",1037,"gpm110",2185.47,11.8197474732061,0.000586058080577575,2.46097806977124,0.116706091078164,14.1199398146403,0.000858803937297438,57.9958039687748,0.433812404402036,5.82452007411182,0.057683585553552,1.19524233529516,0.16169701920764,-0.0592428295470987,-0.0592428295470987,0.912897759145869,0.0726276332519596,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798,64.9791356184798
"1038",1038,"mmc0022",2188.27,12.446739043774,0.000418722235048109,2.67198365724948,0.102128660955,14.9938207501376,0.000554795835939149,57.9602124448373,0.43419050192793,5.82701390908441,0.0582969174268606,1.23009882248467,0.162154572619487,-0.0617994388447421,-0.0617994388447421,0.912507716477872,0.0726021654081536,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173,65.1135784492173
"1039",1039,"php20508",2188.47,12.3453924490665,0.000442076203216307,2.58989760059857,0.107547288550523,14.8243506555114,0.00060385568073786,57.9637310582709,0.434174168320763,5.82629415835387,0.0578695523810455,1.22704809243357,0.162418558636789,-0.0608795694261408,-0.0608795694261408,0.912661612767103,0.0726090219893908,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805,64.4048780487805
"1040",1040,"umc1167",2189.27,11.6732220680339,0.00063406104390099,2.47908306646194,0.11536949420297,14.0441584465588,0.000891968960817582,57.9741155696373,0.434862528019771,5.82685802069942,0.0573283008340097,1.20543029801958,0.164101729643145,-0.0598984017944888,-0.0598984017944888,0.913477737880585,0.0726344472324317,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143,64.558246828143
"1041",1041,"gpm24",2194.59,4.9736351967376,0.0257365017670821,1.7724390851684,0.183080510882475,6.8017831692105,0.033343528127253,58.3369596374596,0.431891897790514,5.73616626987565,0.0577782695171446,0.780014987104615,0.162630355409787,0.0497372665016466,0.0497372665016466,0.911558860981939,0.072834748950743,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151,63.72150997151
"1042",1042,"gpm847",2194.6,4.97365319140386,0.0257362340331653,1.77244232114827,0.183080111168427,6.80180574476099,0.0333431517551259,58.3369590252621,0.431891859738261,5.73616627450278,0.057778217783717,0.78001606114098,0.162630283142503,0.049737290312741,0.049737290312741,0.911558828663827,0.0728347483022955,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243,64.188892819243
"1043",1043,"IDP4031",2195.19,4.96173295762658,0.0259142248497953,1.7695517314177,0.183437565532735,6.78813637324859,0.0335718222749105,58.3379036627199,0.431885345768126,5.7362096275042,0.0578023137493791,0.778992904633558,0.162612091334057,0.0496897868168917,0.0496897868168917,0.911569764847166,0.0728351451028275,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779,63.9534206695779
"1044",1044,"umc1501",2195.48,3.68843784097062,0.0547909099744014,0.752380590133735,0.38572356694982,4.45910017872563,0.107576819204875,58.4013198088135,0.433853358056528,5.75103825772295,0.0595053712295508,0.668021784595283,0.161877168315871,0.0323260759587301,0.0323260759587301,0.914868358025041,0.0729222549609072,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759,64.1096595407759
"1045",1045,"IDP474",2195.49,3.68843544582653,0.0547909886584518,0.752381399117644,0.385723311530595,4.45909851903438,0.107576908477065,58.4013201071716,0.433853349553845,5.75103824225542,0.0595053809052938,0.668021507162047,0.161877153851769,0.0323260913177757,0.0323260913177757,0.914868354069899,0.0729222549827226,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469,63.955525606469
"1046",1046,"AY112215",2196.29,7.3899559863294,0.00655890936189827,1.48980746405943,0.222246335282675,8.74226952195007,0.0126368925762332,58.091200748143,0.436557156065434,5.73564260045949,0.0607496497945181,0.96609888952868,0.165208154458756,0.0467042160267822,0.0467042160267822,0.91174870860249,0.0728019869342854,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688,63.6481193658688
"1047",1047,"IDP3883",2196.77,5.64224510447997,0.0175327419367625,1.33225199236368,0.248404980856775,6.89538499516923,0.0318189740916229,58.1619935707927,0.43938051173834,5.73543015892716,0.059740907667666,0.839767840176696,0.164496650507929,0.0437439666943934,0.0437439666943934,0.914236523552797,0.0728516559435597,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726,64.2061255742726
"1048",1048,"IDP2414",2197.1,4.80784324749648,0.0283304810887061,1.96390808104031,0.161095972233919,6.72244538925302,0.0346928142839935,58.2460691455685,0.437977598499797,5.72608701762432,0.0591632458937571,0.765846243827769,0.162533482049521,0.0525070464697932,0.0525070464697932,0.913135275676947,0.0728390819634752,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261,63.9213865676261
"1049",1049,"psr119a",2197.99,5.29040450087655,0.0214432387677221,1.58790822252033,0.207625245200466,6.84356153829157,0.0326542334812575,58.1956705105081,0.438942261337685,5.73132862600235,0.0591876104068267,0.799982593356382,0.161839171891268,0.0471133999103917,0.0471133999103917,0.914082238402252,0.0728455704199659,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694,64.3277794607694
"1050",1050,"gpm370",2200.06,5.85450395816631,0.0155372365852924,0.500422525630736,0.479314526914472,6.34197547949517,0.0419621297634912,58.1647233143042,0.438539613767207,5.7544276703839,0.0596816791039458,0.843808737211625,0.162285637111505,0.0265097285356937,0.0265097285356937,0.915571060196624,0.0728861261021068,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855,63.7642018406855
"1051",1051,"cdo105",2200.69,6.07048524108293,0.0137459192418552,0.396250550408454,0.529032009434302,6.46324281887488,0.0394934118561602,58.1461248321116,0.438828632866973,5.75731400990255,0.0586037280576088,0.854547939916696,0.161396337815767,0.0235098482848659,0.0235098482848659,0.91597824954386,0.0728855707493521,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915,64.057915057915
"1052",1052,"AY111507",2201.39,6.1086878507133,0.0134518960547551,0.319601845719971,0.57184701937182,6.42390046933158,0.0402779851024464,58.1478219292868,0.438603315201717,5.75992792612554,0.058582148271202,0.854921911647236,0.160963498296491,0.021006558948285,0.021006558948285,0.916088789579928,0.0728888018086928,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758,64.688256227758
"1053",1053,"AY111541",2204.69,6.51372321167964,0.0107045149567488,0.449803952702342,0.502428068794196,7.00461333195803,0.0301278084193182,58.1057162016272,0.439501833819135,5.75622000857491,0.0586354153616145,0.895353083013214,0.163188506339261,0.0253283883451824,0.0253283883451824,0.915219366050135,0.0728719468977383,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116,64.165323880116
"1054",1054,"IDP277",2213.88,1.47723280056335,0.224207978706869,3.77080375523312,0.0521545655255902,5.25857499171216,0.0721298367418984,58.6069793281517,0.435293135367437,5.70903361876556,0.0609664256644509,0.422601754362501,0.161936314138311,0.0721979779671716,0.0721979779671716,0.917307173615307,0.0728387006532626,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344
"1055",1055,"umc26a",2214.29,1.47688928957684,0.22426185674168,3.77016351514865,0.0521745321331346,5.25757356593458,0.0721659621242889,58.6070328558054,0.435292604850722,5.70903993023382,0.0609658832655684,0.42254014125482,0.161931546214151,0.0721907897893889,0.0721907897893889,0.91730732351099,0.0728387424523081,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033,63.3356741573033
"1056",1056,"IDP3796",2214.3,1.47688587160205,0.224262392912455,3.77019123958002,0.052173667348018,5.25759926039034,0.0721650349976837,58.6070337800154,0.435292556011258,5.70903970319784,0.0609658600702319,0.4225396532746,0.161931546164133,0.0721910517067272,0.0721910517067272,0.917307273174042,0.0728387411705241,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344,63.6320416802344
"1057",1057,"myb2",2216.9,0.0220783578083698,0.881878837925691,3.91629082404925,0.0478202783578795,3.93804010756917,0.139593583415222,59.0833996326777,0.438557738586648,5.70048323877188,0.0604519134838146,-0.0514387371249707,0.161321031147907,0.0737955936367246,0.0737955936367246,0.913417850989184,0.0728656835685701,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511,62.5068143100511
"1058",1058,"IDP1974",2219.93,3.01953007980649,0.0822673010805475,2.38470574372846,0.122527962064229,5.42325478920384,0.0664286131356418,58.4146368232477,0.435384369995124,5.72586756063312,0.0639855557210335,0.604335928559408,0.161975546322762,0.0574791765498205,0.0574791765498205,0.922287353399346,0.0728667067201685,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853,63.8749587594853
"1059",1059,"gpm789a",2221.06,5.78239727865671,0.0161874487322746,3.01940164000205,0.0822738170037831,8.81548473522159,0.0121826512544223,58.2175093062827,0.433253230479369,5.72038870476406,0.0576754083305832,0.845640626606963,0.163683435500037,0.0650878646040792,0.0650878646040792,0.92045322507636,0.0727733683675301,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494,64.0493827160494
"1060",1060,"umc2265",2224.1,9.27108324739402,0.00232799977970602,0.0298810649915076,0.862760370031831,9.29563575797564,0.00958248928410459,57.8871903983376,0.442283361646428,5.76886594557772,0.0574856226897817,1.06104035008778,0.162151215802382,0.00647406349163739,0.00647406349163739,0.922191389161308,0.0728131175654834,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787,63.9402523821787
"1061",1061,"gpm402b",2224.45,4.02859358499598,0.0447352194032248,0.00510776629338714,0.943024783540185,4.03313168724359,0.133111807819308,58.2537616001126,0.443899043712376,5.77016781436649,0.0610392823976705,0.695350171339275,0.161308210843945,0.00269218819143585,0.00269218819143585,0.9234424889203,0.0729395619924057,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579,63.8879720723579
"1062",1062,"gpm375a",2224.86,4.02150924956732,0.0449234954355124,0.00479143429069412,0.944814354730155,4.02571874220047,0.13360609854891,58.254483534894,0.443904530888802,5.77024618394589,0.0610521954163313,0.694806918112832,0.161324013120241,0.00260892681790708,0.00260892681790708,0.923425187788672,0.0729397184327533,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305,63.8253712072305
"1063",1063,"sps2",2228.4,3.07170069771859,0.0796660880564459,0.00122212574528197,0.972112501829632,3.07451548830018,0.214969796063218,58.3330517597962,0.445587250346997,5.77255806571982,0.0627415270522625,0.614768852705192,0.163343381323831,0.00134037327836418,0.00134037327836418,0.923130071464267,0.072963713927026,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359,62.6261336916359
"1064",1064,"csu636",2231.2,3.33894017214785,0.0676581752808346,0.00257839729931019,0.959502484365611,3.34338223358525,0.187928986894841,58.3078351682983,0.445214243674694,5.77173676329563,0.063011397034329,0.638424551972086,0.162695783605495,0.00192959522800502,0.00192959522800502,0.923287558748134,0.0729570954285776,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577,64.2955741256577
"1065",1065,"umc1973",2241.5,0.0421403241075528,0.837352520878177,0.0598689014339797,0.806703267195061,0.102092846288148,0.950234556632755,59.058564513512,0.439882257658421,5.78720906850336,0.0574226953577497,-0.0713597681408915,0.161891783563284,-0.00911941669250158,-0.00911941669250158,0.92070482218369,0.073048429593291,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971,64.0878084179971
"1066",1066,"IDP667",2241.96,0.0445690861418605,0.832798380416759,0.0593483694521774,0.807528849014031,0.104006319677518,0.949325867121481,59.0604161593084,0.439857034330854,5.78718614895284,0.0574833204600508,-0.0733564570995312,0.161824988998871,-0.00907553881037465,-0.00907553881037465,0.920700473880428,0.0730484203017111,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165,63.5189295039165
"1067",1067,"IDP3838",2244.59,0.0460739414097862,0.83004144507822,0.0795969298340307,0.77784438367808,0.125712652909358,0.939078384718195,59.0633989801171,0.440202749559583,5.7883642945595,0.0576303443863817,-0.074818535615479,0.162330345124197,-0.0105324608502101,-0.0105324608502101,0.920416643492911,0.0730468858795386,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729,62.9491525423729
"1068",1068,"AY106230",2248,0.0797212888950451,0.777675467185176,0.285448497489111,0.593152113545585,0.361669069369739,0.834573440228909,59.0985723077843,0.440165353011874,5.79598059836869,0.0578051799761088,-0.100547172068326,0.165758500767606,-0.0203840121940956,-0.0203840121940956,0.917773938808657,0.0730320620564934,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133,63.7151324965133
"1069",1069,"gpm397a",2252.28,0.0731688324890929,0.786777632421943,0.159209478001175,0.689885376209611,0.23144153807848,0.890723906267984,59.0869977508976,0.439124719069566,5.79183704143848,0.0582721282474215,-0.0948384518871258,0.163215308325006,-0.0150390775913362,-0.0150390775913362,0.91901042505722,0.073039469679902,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353,62.6985827860353
"1070",1070,"AY111296",2255,1.0467344658764,0.306260369213069,0.0134501846825598,0.907672409657992,1.06365085777623,0.587531493238553,59.3130330286218,0.438137136437967,5.78612617417765,0.059429760328873,-0.360654662720778,0.164031275669051,-0.00440422002403505,-0.00440422002403505,0.920537034637096,0.073026288717805,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659,63.4962437395659
"1071",1071,"AI770873",2258.2,2.19147386714014,0.138776465738252,0.0141723599996312,0.90523754827028,2.20475257970843,0.332081024595613,59.4625513011225,0.438571222122538,5.78714352082439,0.0615904144206919,-0.514954220005538,0.161862948296621,-0.0044574057378371,-0.0044574057378371,0.920047543786707,0.0729991288091259,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217,62.722079589217
"1072",1072,"mmp184",2259.2,2.19922366360942,0.138080263586066,0.0136057966201313,0.907142257449239,2.21199951575841,0.330879917022892,59.463489482602,0.438588201082185,5.78707116949605,0.061631320129637,-0.515973607405954,0.161897929936699,-0.0043685336592649,-0.0043685336592649,0.920062728546047,0.0729989977306977,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959,62.4612244897959
"1073",1073,"npi296",2259.8,2.20343250270087,0.137703804412795,0.0133098626688385,0.908153142180785,2.21595466072552,0.330226224578759,59.4640337400653,0.438600973379783,5.78703160842821,0.0616605366931079,-0.516530154497886,0.161918118123202,-0.00432153082039081,-0.00432153082039081,0.920069844889344,0.0729989264632172,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622,61.8157201955622
"1074",1074,"umc1539",2260.4,2.13688954327489,0.143793182975789,0.0129040858104904,0.909557937651588,2.14852681068808,0.341549246015626,59.457809628914,0.438720421341059,5.78692539033015,0.0614527459330691,-0.509163981667448,0.162077905905941,-0.00425899293344117,-0.00425899293344117,0.920092378860512,0.0730006090036876,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129,62.5775458798129
"1075",1075,"IDP1434",2260.61,2.11441923835106,0.145917398939915,0.0127074431216521,0.910246760598367,2.12571373996627,0.345467443614873,59.4556849245926,0.438762642223276,5.78688055143164,0.0614440359810854,-0.506653149303176,0.162134302477325,-0.00422777443008542,-0.00422777443008542,0.920101864266138,0.0730011838888758,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033,62.8124808810033
"1076",1076,"bnl5.37b",2260.9,1.06918477654086,0.301129658076261,0.273253075888468,0.601157882340214,1.3340480878394,0.51323366821546,59.3446495302076,0.440870075978855,5.79791907933451,0.0596749466871419,-0.361264048858481,0.162658832572594,-0.019603300856222,-0.019603300856222,0.91840854818828,0.0730046158864927,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551,62.3032113517551
"1077",1077,"umc1311",2264.9,2.41584289667241,0.120113302526529,0.727065140097877,0.393836148077252,3.13154025402006,0.208927050835542,59.5546739761408,0.443035743683688,5.81126479231768,0.061427970592382,-0.542440855292565,0.162262838530306,-0.0319479059805979,-0.0319479059805979,0.914730170905116,0.0729455117638316,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274,62.9128576126274
"1078",1078,"umc1730",2268.5,0.128038311978696,0.720474718167675,0.0105998495855551,0.917998232761165,0.138573372584677,0.933059146463692,59.1053482610393,0.440329975746811,5.78353935599963,0.0575295337220328,-0.125400319574257,0.16320244835472,-0.00384264837599133,-0.00384264837599133,0.922390944237249,0.0730402200602533,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977,63.9369789929977
